ID_x,knob_simd,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,knob_unused,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,time,logic,mem,ram,dsp,fmax,verif,error,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12
../benchmarks/depth_fusion0,1,1,0,0,64,0,0,0,1,1,1,1,0,0,1,54,27,56,33,4.76837E-005,8671.52,15671,1187086,247,41,133.15,P,N,Y,0,depth_fusion0_timing.csv,306.289886076,0,618.724860759,46.3219240506,0,572.283113924,0,10851.6775949,70.7812405063,10780.7994937,11821.6816456,
../benchmarks/depth_fusion1,1,1,0,0,64,0,0,0,1,1,1,1,0,1,1,57,29,62,33,4.76837E-005,8096.62,15810,1172558,247,41,130.73,P,N,Y,1,depth_fusion1_timing.csv,297.019316456,0,619.169506329,46.6346075949,0,572.417544304,0,10155.2370886,69.9561772152,10085.1881013,11093.2787342,
../benchmarks/depth_fusion4,1,1,0,0,64,0,0,0,2,1,1,1,0,0,1,67,33,69,59,4.76837E-005,4456.57,20808,1507960,325,74,137.04,P,N,Y,4,depth_fusion4_timing.csv,300.439708861,0,614.592303797,45.7064810127,0,568.770835443,0,5620.70063291,66.6473417722,5553.96227848,6558.22848101,
../benchmarks/depth_fusion5,1,1,0,0,64,0,0,0,2,1,1,1,0,1,1,71,37,76,59,4.14848E-005,4379.73,20661,1380145,307,74,127.11,P,N,Y,5,depth_fusion5_timing.csv,295.798594937,0,619.481962025,46.5034810127,0,572.861670886,0,5534.11379747,70.529,5463.49278481,6471.24,
../benchmarks/depth_fusion8,1,1,0,0,64,0,0,1,1,1,1,1,0,0,1,54,28,38,33,0.000190735,3719.27,19965,630512,159,41,125.67,P,N,Y,8,depth_fusion8_timing.csv,303.344670886,0,622.680974684,46.2074177215,0,576.35335443,0,4696.8243038,66.8113291139,4629.92126582,5645.40227848,
../benchmarks/depth_fusion9,1,1,0,0,64,0,0,1,1,1,1,1,0,1,1,52,27,53,33,0.000190735,7469.51,14219,1024493,201,41,134.8,P,N,Y,9,depth_fusion9_timing.csv,305.678151899,0,623.655151899,46.0627594937,0,577.473924051,0,9379.44658228,68.7698607595,9310.54734177,10331.4708861,
../benchmarks/depth_fusion11,1,1,0,0,64,0,0,1,1,2,1,1,0,1,1,74,37,62,66,0.000190735,8055.02,23862,1583881,312,82,130.91,P,N,Y,11,depth_fusion11_timing.csv,298.540151899,0,619.535531646,46.501721519,0,572.915240506,0,10087.286962,70.7326708861,10016.4593671,11027.3965823,
../benchmarks/depth_fusion13,1,1,0,0,64,0,0,1,2,1,1,1,0,1,1,68,35,62,66,0.000165838,27.5608,18912,721906,211,82,101.49,P,N,Y,13,depth_fusion13_timing.csv,301.207063291,0,621.549303797,46.5345443038,0,574.899291139,0,105.188822785,69.9305822785,35.1801518987,1050.07265823,
../benchmarks/depth_fusion16,1,1,0,0,64,0,1,0,1,1,1,1,0,0,1,63,34,47,33,4.59867E-005,2046.14,22905,679382,191,41,127.59,P,N,Y,16,depth_fusion16_timing.csv,301.218303797,0,610.188139241,45.0799620253,0,564.995101266,0,2642.43835443,64.4913670886,2577.86012658,3576.83341772,
../benchmarks/depth_fusion17,1,1,0,0,64,0,1,0,1,1,1,1,0,1,1,59,30,53,33,3.97619E-005,1311.32,15081,628404,188,41,133.08,P,N,Y,17,depth_fusion17_timing.csv,300.542759494,0,622.279075949,46.4936582278,0,575.669835443,0,1713.20734177,71.8525316456,1641.26697468,2657.93417722,
../benchmarks/depth_fusion18,1,1,0,0,64,0,1,0,1,1,1,2,0,0,1,64,34,50,33,4.28206E-005,2011.3,22975,678446,195,41,130.07,P,N,Y,18,depth_fusion18_timing.csv,295.517455696,0,619.192481013,46.5670759494,0,572.50764557,0,2617.42696203,71.9486708861,2545.38797468,3553.85594937,
../benchmarks/depth_fusion19,1,1,0,0,64,0,1,0,1,1,1,2,0,1,1,60,30,55,33,3.97619E-005,1302.66,15070,627791,189,41,133.33,P,N,Y,19,depth_fusion19_timing.csv,306.763620253,0,612.162594937,45.4484683544,0,566.600607595,0,1696.36,67.7815949367,1628.49207595,2638.28012658,
../benchmarks/depth_fusion20,1,1,0,0,64,0,1,0,1,1,2,1,0,0,1,64,34,49,33,4.28206E-005,2002.35,23066,678678,194,41,131.76,P,N,Y,20,depth_fusion20_timing.csv,297.932443038,0,618.981949367,46.5088481013,0,572.355189873,0,2597.4143038,69.430721519,2527.89240506,3536.19848101,
../benchmarks/depth_fusion21,1,1,0,0,64,0,1,0,1,1,2,1,0,1,1,60,30,54,33,3.65315E-005,1271.72,15214,627892,191,41,136.98,P,N,Y,21,depth_fusion21_timing.csv,300.089987342,0,618.730860759,46.4518987342,0,572.161493671,0,1660.57531646,70.9990759494,1589.48968354,2601.22265823,
../benchmarks/depth_fusion22,1,1,0,0,64,0,1,0,1,1,2,2,0,0,1,64,34,50,33,4.28206E-005,2008.51,23002,677934,195,41,128.93,P,N,Y,22,depth_fusion22_timing.csv,298.293721519,0,617.338886076,46.3846329114,0,570.838974684,0,2609.52848101,68.165556962,2541.27392405,3547.12518987,
../benchmarks/depth_fusion23,1,1,0,0,64,0,1,0,1,1,2,2,0,1,1,60,30,56,33,3.65315E-005,1259.52,15146,627279,192,41,137.09,P,N,Y,23,depth_fusion23_timing.csv,298.776734177,0,619.550164557,46.5228481013,0,572.910189873,0,1644.27873418,71.4971139241,1572.69248101,2584.67860759,
../benchmarks/depth_fusion25,1,1,0,0,64,0,1,0,1,2,1,1,0,1,1,84,42,76,66,0.000017997,1378.05,23053,971415,303,82,133.01,P,N,Y,25,depth_fusion25_timing.csv,298.408873418,0,620.623556962,46.5257341772,0,573.983012658,0,1793.90202532,70.1297848101,1723.68481013,2735.14721519,
../benchmarks/depth_fusion27,1,1,0,0,64,0,1,0,1,2,1,2,0,1,1,84,42,76,66,1.76698E-005,1366.85,23103,972273,305,82,133.22,P,N,Y,27,depth_fusion27_timing.csv,298.563139241,0,618.863924051,46.4712151899,0,572.279,0,1774.28974684,68.5063037975,1705.69620253,2713.66607595,
../benchmarks/depth_fusion29,1,1,0,0,64,0,1,0,1,2,2,1,0,1,1,84,42,76,66,1.76673E-005,1353.77,23249,974999,305,82,134.72,P,N,Y,29,depth_fusion29_timing.csv,300.763898734,0,619.488101266,46.3086835443,0,573.063227848,0,1760.10708861,71.8684810127,1688.14962025,2702.66493671,
../benchmarks/depth_fusion31,1,1,0,0,64,0,1,0,1,2,2,2,0,1,1,84,42,76,66,1.73425E-005,1398.62,23280,975985,307,82,129.33,P,N,Y,31,depth_fusion31_timing.csv,296.345860759,0,619.691670886,46.4371265823,0,573.138721519,0,1820.50493671,70.8978607595,1749.52063291,2758.59291139,
../benchmarks/depth_fusion33,1,1,0,0,64,0,1,0,2,1,1,1,0,1,1,72,36,63,59,3.95758E-005,828.761,19879,744046,242,74,136.89,P,N,Y,33,depth_fusion33_timing.csv,295.910974684,0,619.539417722,46.5317088608,0,572.893101266,0,1109.9743038,70.8576455696,1039.03164557,2047.33936709,
../benchmarks/depth_fusion35,1,1,0,0,64,0,1,0,2,1,1,2,0,1,1,72,36,66,59,3.95758E-005,814.903,19803,744953,243,74,137.45,P,N,Y,35,depth_fusion35_timing.csv,304.515835443,0,608.788518987,45.4395822785,0,563.236607595,0,1087.61583544,68.2921265823,1019.23939241,2023.50227848,
../benchmarks/depth_fusion37,1,1,0,0,64,0,1,0,2,1,2,1,0,1,1,72,36,64,59,4.26201E-005,823.429,19844,745054,242,74,136.64,P,N,Y,37,depth_fusion37_timing.csv,299.824974684,0,618.169632911,46.5660126582,0,571.485506329,0,1097.15013924,67.9976582278,1029.06456962,2036.97240506,
../benchmarks/depth_fusion39,1,1,0,0,64,0,1,0,2,1,2,2,0,1,1,72,36,66,59,4.26201E-005,832.315,19789,744825,243,74,132.99,P,N,Y,39,depth_fusion39_timing.csv,303.071658228,0,618.289987342,46.2351139241,0,571.936911392,0,1107.5893038,67.9116075949,1039.59029114,2051.33329114,
../benchmarks/depth_fusion48,1,1,0,0,64,0,1,1,1,1,1,1,0,0,1,61,32,50,33,0.000177526,3826.39,20984,924634,197,41,122.97,P,N,Y,48,depth_fusion48_timing.csv,298.986734177,0,617.867708861,46.0902151899,0,571.661974684,0,4828.06316456,67.8743037975,4760.09936709,5767.02860759,
../benchmarks/depth_fusion49,1,1,0,0,64,0,1,1,1,1,1,1,0,1,1,53,27,42,33,0.000159048,971.642,13106,593443,151,41,133.36,P,N,Y,49,depth_fusion49_timing.csv,295.834303797,0,619.120911392,46.3513037975,0,572.650632911,0,1275.23802532,69.4387848101,1205.71048101,2212.04493671,
../benchmarks/depth_fusion50,1,1,0,0,64,0,1,1,1,1,1,2,0,0,1,61,32,44,33,0.000171282,3716.16,21081,670985,169,41,126.56,P,N,Y,50,depth_fusion50_timing.csv,299.303341772,0,618.983696203,46.4967594937,0,572.368025316,0,4700.5856962,70.2475063291,4630.2443038,5640.71860759,
../benchmarks/depth_fusion51,1,1,0,0,64,0,1,1,1,1,1,2,0,1,1,53,27,44,33,0.000159048,983.687,13065,592917,152,41,130.13,P,N,Y,51,depth_fusion51_timing.csv,300.105367089,0,619.708911392,46.6096202532,0,572.979936709,0,1295.76053165,70.2847468354,1225.38753165,2237.67202532,
../benchmarks/depth_fusion52,1,1,0,0,64,0,1,1,1,1,2,1,0,0,1,61,33,43,33,0.000171282,3846.44,21161,671129,168,41,122.3,P,N,Y,52,depth_fusion52_timing.csv,302.407531646,0,620.075443038,46.2847721519,0,573.671582278,0,4857.83797468,67.2265063291,4790.51886076,5803.01075949,
../benchmarks/depth_fusion53,1,1,0,0,64,0,1,1,1,1,2,1,0,1,1,53,27,43,33,0.000146126,1012.76,13217,592931,154,41,126.83,P,N,Y,53,depth_fusion53_timing.csv,303.500227848,0,620.910189873,46.1882405063,0,574.605544304,0,1330.04603797,68.5010506329,1261.45653165,2276.97607595,
../benchmarks/depth_fusion54,1,1,0,0,64,0,1,1,1,1,2,2,0,0,1,61,33,45,33,0.000171282,3941.94,21131,670473,169,41,118.97,P,N,Y,54,depth_fusion54_timing.csv,306.553759494,0,620.658025316,46.0424303797,0,574.495860759,0,4983.36772152,70.0621518987,4913.21240506,5933.39810127,
../benchmarks/depth_fusion55,1,1,0,0,64,0,1,1,1,1,2,2,0,1,1,53,27,45,33,0.000146126,951.286,13146,592405,155,41,133.49,P,N,Y,55,depth_fusion55_timing.csv,296.922392405,0,649.098101266,49.8812531646,0,599.102772152,0,1425.18724051,68.7060632911,1356.39336709,2393.93468354,
../benchmarks/depth_fusion57,1,1,0,0,64,0,1,1,1,2,1,1,0,1,1,74,36,57,66,4.19929E-005,1040.21,21182,897150,248,82,130.49,P,N,Y,57,depth_fusion57_timing.csv,299.449405063,0,608.22443038,45.4402658228,0,562.669075949,0,1364.13582278,67.6927468354,1296.35889873,2294.70822785,
../benchmarks/depth_fusion59,1,1,0,0,64,0,1,1,1,2,1,2,0,1,1,74,36,57,66,4.12294E-005,1037.09,21228,898008,250,82,129.69,P,N,Y,59,depth_fusion59_timing.csv,301.295949367,0,621.027544304,46.2831139241,0,574.627240506,0,1360.84910127,68.1821772152,1292.57734177,2305.87911392,
../benchmarks/depth_fusion61,1,1,0,0,64,0,1,1,1,2,2,1,0,1,1,75,37,58,66,3.09221E-005,1020,21364,900734,250,82,132.1,P,N,Y,61,depth_fusion61_timing.csv,295.198556962,0,620.144721519,46.3098227848,0,573.719670886,0,1337.25641772,71.4930126582,1265.67646835,2274.50379747,
../benchmarks/depth_fusion63,1,1,0,0,64,0,1,1,1,2,2,2,0,1,1,75,37,58,66,3.03494E-005,1041.4,21353,901720,252,82,128.18,P,N,Y,63,depth_fusion63_timing.csv,298.936202532,0,619.368987342,46.4333924051,0,572.821025316,0,1367.87631646,69.9966455696,1297.79301266,2308.09075949,
../benchmarks/depth_fusion65,1,1,0,0,64,0,1,1,2,1,1,1,0,1,1,68,34,51,66,0.000158303,66.314,19028,698171,204,82,110.09,P,N,Y,65,depth_fusion65_timing.csv,295.362544304,0,621.693632911,46.4106455696,0,575.169531646,0,152.87778481,69.9218860759,82.8792405063,1091.88367089,
../benchmarks/depth_fusion67,1,1,0,0,64,0,1,1,2,1,1,2,0,1,1,68,34,52,66,0.000158303,58.147,18944,697706,205,82,99.13,P,N,Y,67,depth_fusion67_timing.csv,303.584151899,0,610.330746835,44.9749873418,0,565.241582278,0,137.397848101,64.3841518987,72.9346455696,1074.26594937,
../benchmarks/depth_fusion69,1,1,0,0,64,0,1,1,2,1,2,1,0,1,1,68,34,51,66,0.00017048,57.928,19001,697659,204,82,108.81,P,N,Y,69,depth_fusion69_timing.csv,304.650329114,0,611.930620253,45.2516962025,0,566.562898734,0,137.684088608,64.4586455696,73.1465316456,1077.19405063,
../benchmarks/depth_fusion71,1,1,0,0,64,0,1,1,2,1,2,2,0,1,1,68,34,52,66,0.00017048,44.2772,18919,697578,205,82,108.1,P,N,Y,71,depth_fusion71_timing.csv,300.848708861,0,619.69643038,46.1980506329,0,573.383316456,0,127.183974684,71.4094936709,55.6966202532,1070.22620253,
../benchmarks/depth_fusion80,1,1,0,0,64,0,2,0,1,1,1,1,0,0,1,63,32,59,33,4.41033E-005,64.2226,15291,779278,217,41,137.3,P,N,Y,80,depth_fusion80_timing.csv,304.042974684,0,609.862531646,45.1541012658,0,564.594405063,0,147.322189873,66.865278481,80.3801898734,1084.01746835,
../benchmarks/depth_fusion81,1,1,0,0,64,0,2,0,1,1,1,1,0,1,1,63,33,55,33,3.82229E-005,61.4167,15291,767634,217,41,137,P,N,Y,81,depth_fusion81_timing.csv,301.44421519,0,619.596303797,46.2865949367,0,573.192189873,0,149.913949367,72.914443038,76.9203797468,1093.03493671,
../benchmarks/depth_fusion82,1,1,0,0,64,0,2,0,1,1,1,2,0,0,1,61,31,56,33,0.000044364,54.9016,15014,687851,198,41,133.22,P,N,Y,82,depth_fusion82_timing.csv,295.963683544,0,621.470734177,46.4221265823,0,574.930291139,0,140.549911392,71.3928987342,69.0772025316,1079.94518987,
../benchmarks/depth_fusion83,1,1,0,0,64,0,2,0,1,1,1,2,0,1,1,61,31,54,33,3.84488E-005,51.8506,15085,675667,198,41,133.45,P,N,Y,83,depth_fusion83_timing.csv,299.818278481,0,622.285886076,46.4317468354,0,575.739759494,0,136.240063291,71.0248607595,65.135721519,1080.22898734,
../benchmarks/depth_fusion84,1,1,0,0,64,0,2,0,1,1,2,1,0,0,1,62,32,55,33,4.14064E-005,55.1083,15239,690128,195,41,137.4,P,N,Y,84,depth_fusion84_timing.csv,303.61964557,0,610.767025316,44.9974683544,0,565.654329114,0,133.519620253,64.4259367089,69.0164177215,1070.88025316,
../benchmarks/depth_fusion85,1,1,0,0,64,0,2,0,1,1,2,1,0,1,1,62,32,55,33,3.41356E-005,57.3624,15193,702188,197,41,132.32,P,N,Y,85,depth_fusion85_timing.csv,302.596101266,0,609.978050633,45.1981265823,0,564.666873418,0,136.649772152,64.5135063291,72.0576708861,1072.18253165,
../benchmarks/depth_fusion86,1,1,0,0,64,0,2,0,1,1,2,2,0,0,1,61,32,57,33,4.13902E-005,45.6374,15125,687339,198,41,133.38,P,N,Y,86,depth_fusion86_timing.csv,300.934949367,0,611.077734177,45.1453164557,0,565.819620253,0,122.003265823,64.5081518987,57.4176455696,1056.98531646,
../benchmarks/depth_fusion87,1,1,0,0,64,0,2,0,1,1,2,2,0,1,1,61,31,57,33,3.41222E-005,44.6498,15094,699335,200,41,137.85,P,N,Y,87,depth_fusion87_timing.csv,301.093101266,0,609.97135443,45.1879493671,0,564.66835443,0,120.651873418,64.4471265823,56.1263670886,1054.63607595,
../benchmarks/depth_fusion88,1,1,0,0,64,0,2,0,1,2,1,1,0,0,1,85,43,75,66,2.07577E-005,65.6155,22606,951342,292,82,131.8,P,N,Y,88,depth_fusion88_timing.csv,297.632886076,0,622.505544304,46.4850632911,0,575.902658228,0,151.812708861,69.4369113924,82.2962151899,1094.02291139,
../benchmarks/depth_fusion89,1,1,0,0,64,0,2,0,1,2,1,1,0,1,1,84,42,69,66,1.76604E-005,63.6483,22537,914080,282,82,137.08,P,N,Y,89,depth_fusion89_timing.csv,300.68543038,0,609.423658228,45.1237088608,0,564.186265823,0,144.236101266,64.3215949367,79.837721519,1077.28822785,
../benchmarks/depth_fusion90,1,1,0,0,64,0,2,0,1,2,1,2,0,0,1,85,43,75,66,2.03802E-005,55.8781,22600,952206,294,82,133.17,P,N,Y,90,depth_fusion90_timing.csv,300.015139241,0,609.595063291,45.1001518987,0,564.383278481,0,134.517468354,64.4843291139,69.9574556962,1067.03037975,
../benchmarks/depth_fusion91,1,1,0,0,64,0,2,0,1,2,1,2,0,1,1,84,42,69,66,1.73334E-005,54.8824,22555,914944,284,82,136.91,P,N,Y,91,depth_fusion91_timing.csv,303.609873418,0,609.274582278,44.9159873418,0,564.245759494,0,133.234392405,64.4530253165,68.7035822785,1069.09379747,
../benchmarks/depth_fusion92,1,1,0,0,64,0,2,0,1,2,2,1,0,0,1,86,44,75,66,1.90189E-005,57.8765,22691,954926,292,82,132.87,P,N,Y,92,depth_fusion92_timing.csv,300.880303797,0,624.816151899,46.5625443038,0,578.135518987,0,143.936860759,70.9946329114,72.863,1091.86911392,
../benchmarks/depth_fusion93,1,1,0,0,64,0,2,0,1,2,2,1,0,1,1,85,43,71,66,1.70063E-005,58.2529,22696,917664,284,82,133.01,P,N,Y,93,depth_fusion93_timing.csv,303.914265823,0,609.879303797,45.2017594937,0,564.562962025,0,137.437278481,64.4124177215,72.9487468354,1074.14987342,
../benchmarks/depth_fusion94,1,1,0,0,64,0,2,0,1,2,2,2,0,0,1,86,44,75,66,1.86693E-005,48.5855,22780,955918,294,82,133.1,P,N,Y,94,depth_fusion94_timing.csv,300.963088608,0,609.958291139,45.0624810127,0,564.781240506,0,125.597911392,64.4337088608,61.0864050633,1059.47594937,
../benchmarks/depth_fusion95,1,1,0,0,64,0,2,0,1,2,2,2,0,1,1,85,43,71,66,1.66793E-005,49.5342,22748,918656,286,82,132.2,P,N,Y,95,depth_fusion95_timing.csv,301.356683544,0,610.951582278,45.0383797468,0,565.798974684,0,126.751443038,64.512835443,62.1611392405,1061.95911392,
../benchmarks/depth_fusion96,1,1,0,0,64,0,2,0,2,1,1,1,0,0,1,76,39,72,59,4.11631E-005,59.4452,20193,917817,278,74,137.11,P,N,Y,96,depth_fusion96_timing.csv,299.532037975,0,617.966683544,46.3299240506,0,571.522405063,0,142.935873418,68.1606708861,74.6978987342,1082.43151899,
../benchmarks/depth_fusion97,1,1,0,0,64,0,2,0,2,1,1,1,0,1,1,74,37,68,59,3.67616E-005,59.6351,19920,878879,267,74,136.87,P,N,Y,97,depth_fusion97_timing.csv,298.346278481,0,621.99521519,46.4786835443,0,575.397974684,0,144.629746835,69.6893924051,74.8603164557,1086.69924051,
../benchmarks/depth_fusion98,1,1,0,0,64,0,2,0,2,1,1,2,0,0,1,74,38,69,59,4.13902E-005,48.3456,19849,820905,258,74,136.79,P,N,Y,98,depth_fusion98_timing.csv,295.861898734,0,623.760455696,46.5348734177,0,577.112101266,0,131.396797468,70.5037594937,60.8154936709,1073.03202532,
../benchmarks/depth_fusion99,1,1,0,0,64,0,2,0,2,1,1,2,0,1,1,73,37,66,59,3.69657E-005,50.3552,19731,790340,251,74,131.01,P,N,Y,99,depth_fusion99_timing.csv,301.518582278,0,609.838329114,45.2089240506,0,564.514544304,0,127.799835443,64.6034683544,63.1184683544,1062.05962025,
../benchmarks/depth_fusion100,1,1,0,0,64,0,2,0,2,1,2,1,0,0,1,74,38,67,59,4.13902E-005,52.15,19961,820878,257,74,130.47,P,N,Y,100,depth_fusion100_timing.csv,299.636670886,0,623.569113924,46.6945696203,0,576.760303797,0,134.912506329,69.4083670886,65.4266582278,1080.16075949,
../benchmarks/depth_fusion101,1,1,0,0,64,0,2,0,2,1,2,1,0,1,1,73,37,65,59,3.98092E-005,50.3298,19843,790377,249,74,136.79,P,N,Y,101,depth_fusion101_timing.csv,301.599683544,0,610.309949367,45.1260886076,0,565.06935443,0,127.602987342,64.4744177215,63.0513924051,1062.42708861,
../benchmarks/depth_fusion102,1,1,0,0,64,0,2,0,2,1,2,2,0,0,1,74,38,69,59,4.43466E-005,39.9639,19900,820777,258,74,132.99,P,N,Y,102,depth_fusion102_timing.csv,301.828962025,0,610.294379747,45.0979493671,0,565.083797468,0,114.72121519,64.4400253165,50.2055189873,1049.87506329,
../benchmarks/depth_fusion103,1,1,0,0,64,0,2,0,2,1,2,2,0,1,1,73,37,66,59,3.98092E-005,40.1566,19755,790212,250,74,133.03,P,N,Y,103,depth_fusion103_timing.csv,298.949075949,0,623.137797468,46.5585316456,0,576.462493671,0,120.609316456,69.9247594937,50.6065189873,1065.08278481,
../benchmarks/depth_fusion112,1,1,0,0,64,0,2,1,1,1,1,1,0,0,1,61,33,57,33,0.000176413,3804.11,21150,1125505,225,41,123.9,P,N,Y,112,depth_fusion112_timing.csv,299.424531646,0,619.630316456,46.4168860759,0,573.095075949,0,4800.64518987,69.6618607595,4730.89253165,5741.5378481,
../benchmarks/depth_fusion113,1,1,0,0,64,0,2,1,1,1,1,1,0,1,1,53,27,39,33,0.000152892,63.4299,12947,670523,160,41,129.81,P,N,Y,113,depth_fusion113_timing.csv,295.993265823,0,619.902493671,46.3017468354,0,573.485050633,0,150.73343038,71.3173164557,79.336721519,1088.98544304,
../benchmarks/depth_fusion114,1,1,0,0,64,0,2,1,1,1,1,2,0,0,1,61,32,51,33,0.000177456,4185.96,21033,868937,192,41,112.35,P,N,Y,114,depth_fusion114_timing.csv,305.054329114,0,620.36035443,46.1809620253,0,574.060822785,0,5276.10620253,66.936443038,5209.07670886,6223.99341772,
../benchmarks/depth_fusion115,1,1,0,0,64,0,2,1,1,1,1,2,0,1,1,52,26,39,33,0.000153795,52.084,12934,615844,156,41,129.18,P,N,Y,115,depth_fusion115_timing.csv,303.689443038,0,610.495379747,45.0725063291,0,565.309265823,0,129.898949367,64.4497721519,65.3716962025,1067.00544304,
../benchmarks/depth_fusion116,1,1,0,0,64,0,2,1,1,1,2,1,0,0,1,62,33,50,33,0.000165626,4230.39,21275,871193,191,41,111.2,P,N,Y,116,depth_fusion116_timing.csv,301.378151899,0,619.88164557,46.5546455696,0,573.210240506,0,5349.14164557,68.0445822785,5281.00468354,6292.26405063,
../benchmarks/depth_fusion117,1,1,0,0,64,0,2,1,1,1,2,1,0,1,1,53,27,39,33,0.000136543,58.0051,13063,633938,153,41,127.79,P,N,Y,117,depth_fusion117_timing.csv,300.208721519,0,611.063696203,45.1585443038,0,565.790924051,0,137.38464557,64.4706075949,72.8351772152,1071.66620253,
